id,model_name,training_time_s,accuracy,cpu_usage_time,memo_usage_mib,cpu_limit_util,cpu_percent_util_min,cpu_percent_util_max,memory_percentage,power_use_memory,energy_use_memory,power_min_skylake_cpu,power_use_skylake_cpu,power_min_broadwell_cpu,power_use_broadwell_cpu,power_min_haswell_cpu,power_use_haswell_cpu,min_power_amd_cpu_n_4,power_amd,energy_use_skylake_cpu,energy_use_broadwell_cpu,energy_use_haswell_cpu,total_energy_skylake,total_energy_broadwell,total_energy_haswell,avg_energy,experiment,num_layers,max_epoch,batch_size,no_nodes,accelerator
2302daa6-74b2-41c3-b6b7-52aee401c9a4,mnist_cnn,558,90.17,2.207,346.07,0.721,1.369,51.7,0.04325875,0.12977625,72.4151475,0.3182925,12.17398528,0.240944,9.215575952,0.2909125,11.12676074,1.8024254,0,11344.44992,8587.626607,10368.58326,11416.86507,8660.041754,10440.99841,10172.63508,7,1,25,128,6,off
2b09e755-55c8-422d-9c93-5a407e9c24b9,mnist_cnn,551,90.13,2.319,350.65,0.719,1.383,51.72,0.04383125,0.13149375,72.45305625,0.3215475,12.18014313,0.243408,9.220237382,0.2938875,11.13238889,1.8208578,0,11207.80231,8484.185832,10243.69028,11280.25536,8556.638888,10316.14334,10051.01253,7,1,25,128,6,off
750c58d7-2ca5-4b3e-ab64-ad5182a6353e,mnist_resnet,1643,90.1,2.23,355.39,0.754,1.2717,51.74,0.04442375,0.13327125,218.9646638,0.29567025,12.17224046,0.2238192,9.214255146,0.27023625,11.12516601,1.67432022,0,33398.3151,25282.16541,30525.34176,33617.27977,25501.13008,30744.30643,29954.23876,7,1,25,128,6,off
699d471b-7e54-4c79-822d-de2005ffd862,mnist_resnet,1480,90.24,2.381,376.26,0.794,1.2717,51.84,0.0470325,0.1410975,208.8243,0.29567025,12.19519479,0.2238192,9.231631327,0.27023625,11.14614578,1.67432022,0,30141.64345,22816.89999,27548.8139,30350.46775,23025.72429,27757.6382,27044.61008,7,1,25,128,6,off
86a91bc1-e085-4edd-8533-92d174c68992,mnist_resnet,1499,90.27,2.27,381.12,0.765,1.309,51.91,0.04764,0.14292,214.23708,0.3043425,12.21543331,0.230384,9.246951666,0.2781625,11.16464335,1.7234294,0,30579.26066,23148.17151,27948.78663,30793.49774,23362.40859,28163.02371,27439.64335,7,1,25,128,6,off
eb74bb84-45c9-43a1-b67a-1f93a6ce0440,cifar10_cnn,2240,66.64,0.59,664.77,0.59045,1.3923,48.21,0.08309625,0.24928875,558.4068,0.32370975,11.37647428,0.2450448,8.611868702,0.29586375,10.39785284,1.83310218,0,42557.11498,32215.27844,38896.28789,43115.52178,32773.68524,39454.69469,38447.96724,7,1,25,128,6,off
784b64ac-3e01-4a9f-902c-c82f7d5ad1dd,cifar10_cnn,2217,66.34,0.841,656.35,0.60385,1.3918,48.21,0.08204375,0.24613125,545.6729813,0.3235935,11.37641407,0.2449568,8.611823127,0.2957575,10.39779781,1.83244388,0,42119.9217,31884.32783,38496.70263,42665.59468,32430.00081,39042.37561,38045.99037,7,1,25,128,6,off
64e885ca-8f31-48d5-8854-6e8418464979,cifar10_cnn,2161,65.95,0.978,653.25,0.6111,1.4426,48.06,0.08165625,0.24496875,529.3774688,0.3354045,11.3481591,0.2538976,8.590434413,0.3065525,10.37197337,1.89932716,0,40954.03092,31001.76104,37431.10353,41483.40839,31531.13851,37960.481,36991.67597,7,1,25,128,6,off
d251b6db-27c5-4435-ba3b-f8ca63d35042,cifar10_resnet,19593,76.54,1.987,828.79,0.6625,1.2152,51.59,0.10359875,0.31079625,6089.430926,0.282534,12.13144971,0.2138752,9.183376984,0.25823,11.08788414,1.59993232,0,396944.7952,300482.9418,362799.0064,403034.2262,306572.3727,368888.4373,359498.3454,7,1,25,128,6,off
c54cf1d3-a8cd-43d7-9c08-c047c2e6f53f,cifar10_resnet,18528,78.23,1.987,933.66,0.66201,1.2182,51.54,0.1167075,0.3501225,6487.06968,0.2832315,12.12030398,0.2144032,9.174939791,0.2588675,11.07769719,1.60388212,0,375023.537,283888.785,342763.4478,381510.6067,290375.8547,349250.5175,340378.993,7,1,25,128,6,off
7f77764b-ce56-4380-befa-b16402924c23,cifar10_resnet,19688,77.11,1.987,856,0.665241,1.2819,51.72,0.107,0.321,6319.848,0.29804175,12.16879456,0.2256144,9.211646632,0.27240375,11.12201653,1.68774954,0,400097.3095,302869.3612,365680.3366,406417.1575,309189.2092,372000.1846,362535.5171,7,1,25,128,6,off
03065672-b7e5-4bf8-8d6f-e2af33cb15e9,mnist_cnn,1004,91.39,2.24,646.55,0.6621,1.9016,49.01,0.08081875,0.24245625,243.426075,0.442122,11.62026301,0.3346816,8.796414148,0.40409,10.62067049,2.50364656,65.80317538,64907.16534,62539.81989,64069.16695,65150.59141,62783.24596,64312.59302,64082.14347,8,4,25,512,6,on
522b34fe-455b-4505-b980-5a11aa3def91,mnist_cnn,1061,91.39,2.132,601.06,0.6909,1.9531,48.46,0.0751325,0.2253975,239.1467475,0.45409575,11.50099095,0.3437456,8.706126482,0.41503375,10.51165839,2.57145146,65.12776208,67888.09432,65412.02607,67011.60998,68127.24106,65651.17281,67250.75673,67009.72354,8,4,25,512,6,on
79fef62f-d7db-4064-9114-fa271c11cadc,mnist_cnn,976,91.39,2.218,635.15,0.684,1.88,49.14,0.07939375,0.23818125,232.4649,0.4371,11.64735906,0.33088,8.816925568,0.3995,10.6454357,2.475208,65.95661479,63244.13453,60937.44445,62427.60707,63476.59943,61169.90935,62660.07197,62435.52691,8,4,25,512,6,on
e72472ac-1821-4f59-9ccf-fe76556d7c0c,cifar10_cnn,4730,81.84,2.288,2042.88,0.736,2.194,50.06,0.25536,0.76608,3623.5584,0.510105,11.89369644,0.386144,9.003400314,0.466225,10.87058277,2.8886204,67.35157303,312983.154,301567.785,308942.3154,316606.7124,305191.3434,312565.8738,311454.6432,8,4,25,512,6,on
55107821-7225-4a40-9be1-19b20408fbce,cifar10_cnn,4988,81.84,2.231,2007.04,0.735,2,49.94,0.25088,0.75264,3754.16832,0.465,11.843829,0.352,8.9656512,0.425,10.825005,2.6332,67.06918392,328671.1206,316683.5676,324427.739,332425.2889,320437.7359,328181.9073,327014.9774,8,4,25,512,6,on
55b508ad-5099-45e0-a25c-56b0f153dd99,cifar10_cnn,4043,81.84,2.285,2158.592,0.722,2.18,49.92,0.269824,0.809472,3272.695296,0.50685,11.86023048,0.38368,8.978066944,0.46325,10.8399956,2.870188,67.16206215,266771.7528,257041.8425,263327.5368,270044.4481,260314.5378,266600.2321,265653.0727,8,4,25,512,6,on
1d679b88-094b-4fb1-993b-178e7f98015c,cifar10_resnet,37810,87.74,2.434,4833.28,0.811,1.786,51.3,0.60416,1.81248,68529.8688,0.415245,12.12947432,0.314336,9.181881632,0.379525,11.08607868,2.3514476,68.68673498,2551476.829,2458417.349,2518535.42,2620006.698,2526947.218,2587065.289,2578006.402,8,4,25,512,6,on
8aca6811-56e1-4664-8b95-2a44c153f33f,cifar10_resnet,47513,87.74,2.396,4843.52,0.799,2.102,51.36,0.60544,1.81632,86298.81216,0.488715,12.17891098,0.369952,9.219304653,0.446675,11.13126272,2.7674932,68.96668469,3219318.024,3101900.511,3177754.302,3305616.836,3188199.323,3264053.115,3252623.091,8,4,25,512,6,on
b62c1d97-82d7-4b1a-847a-8ee6d1108a8d,cifar10_resnet,45859,87.74,2.229,4638.72,0.793,2.135,51.29,0.57984,1.73952,79772.64768,0.4963875,12.16671535,0.37576,9.210072696,0.4536875,11.12011618,2.810941,68.89762336,3104137.14,2990920.596,3064060.487,3183909.788,3070693.244,3143833.135,3132812.055,8,4,25,512,6,on
008457dc-6657-436f-aa73-6d37d4e03547,mnist_resnet,6770,90.07,2.281,939.29,0.76,2.124,50.5,0.11741125,0.35223375,2384.622488,0.49383,11.98569585,0.373824,9.07304288,0.45135,10.95466825,2.7964584,67.87254691,451434.6534,434969.5718,445606.3059,453819.2759,437354.1943,447990.9284,446388.1329,8,4,25,512,6,on
eba775c0-2635-47fb-9d24-141f5fc4f1c3,mnist_resnet,6283,90.62,2.271,917.75,0.7569,2.0713,51.023,0.11471875,0.34415625,2162.333719,0.48157725,12.09870959,0.3645488,9.158593066,0.44015125,11.05796038,2.72707358,68.51252063,422911.1001,407486.3521,417451.0123,425073.4339,409648.6858,419613.3461,418111.8219,8,4,25,512,6,on
0599b81c-a4c7-4a39-b324-eba8f91b7725,mnist_resnet,6816,90.59,2.251,878.11,0.7783,2.072,51.029,0.10976375,0.32929125,2244.44916,0.48174,12.1001554,0.364672,9.159687525,0.4403,11.05928181,2.7279952,68.52070793,458842.3567,442107.0955,452918.3704,461086.8059,444351.5446,455162.8196,453533.7234,8,4,25,512,6,on
